بسم الله الرحمن الرحيم,بسم الله الرحمن الرحيم
فتبسم ضاحكا قولها رب أوزعني أشكر نعمتك أنعمت والدي أعمل صالحا ترضاه وأدخلني برحمتك عبادك الصالحين,فتبسم ضاحكا من قولها وقال رب أوزعني أن أشكر نعمتك التي أنعمت علي وعلى والدي وأن أعمل صالحا ترضاه وأدخلني برحمتك في عبادك الصالحين
وتفقد الطير فقال لي الهدهد الغائبين,وتفقد الطير فقال ما لي لا أرى الهدهد أم كان من الغائبين
لأعذبنه عذابا شديدا لأذبحنه ليأتيني بسلطان مبين,لأعذبنه عذابا شديدا أو لأذبحنه أو ليأتيني بسلطان مبين
فمكث بعيد فقال أحطت بما تحط وجئتك سبإ بنبإ يقين,فمكث غير بعيد فقال أحطت بما لم تحط به وجئتك من سبإ بنبإ يقين
إني وجدت امرأة تملكهم وأوتيت شيء ولها عرش عظيم,إني وجدت امرأة تملكهم وأوتيت من كل شيء ولها عرش عظيم
وجدتها وقومها يسجدون للشمس الله وزين الشيطان أعمالهم فصدهم السبيل فهم يهتدون,وجدتها وقومها يسجدون للشمس من دون الله وزين لهم الشيطان أعمالهم فصدهم عن السبيل فهم لا يهتدون
يسجدوا لله يخرج الخبء السماوات والأرض ويعلم تخفون وما تعلنون,ألا يسجدوا لله الذي يخرج الخبء في السماوات والأرض ويعلم ما تخفون وما تعلنون
الله إله إلا رب العرش العظيم,الله لا إله إلا هو رب العرش العظيم
سننظر أصدقت كنت الكاذبين,قال سننظر أصدقت أم كنت من الكاذبين
اذهب بكتابي فألقه إليهم تول عنهم فانظر يرجعون,اذهب بكتابي هذا فألقه إليهم ثم تول عنهم فانظر ماذا يرجعون
قالت يا أيها الملأ إني ألقي كتاب كريم,قالت يا أيها الملأ إني ألقي إلي كتاب كريم
إنه سليمان وإنه بسم الله الرحمن الرحيم,إنه من سليمان وإنه بسم الله الرحمن الرحيم
تعلوا وأتوني مسلمين,ألا تعلوا علي وأتوني مسلمين
قالت يا أيها الملأ أفتوني أمري كنت قاطعة أمرا تشهدون,قالت يا أيها الملأ أفتوني في أمري ما كنت قاطعة أمرا حتى تشهدون
قالوا أولو وأولو بأس شديد والأمر إليك فانظري تأمرين,قالوا نحن أولو قوة وأولو بأس شديد والأمر إليك فانظري ماذا تأمرين
قالت الملوك دخلوا قرية أفسدوها وجعلوا أعزة أهلها أذلة وكذلك,قالت إن الملوك إذا دخلوا قرية أفسدوها وجعلوا أعزة أهلها أذلة وكذلك يفعلون
وإني مرسلة إليهم بهدية فناظرة بم يرجع المرسلون,وإني مرسلة إليهم بهدية فناظرة بم يرجع المرسلون
فلما جاء سليمان أتمدونن بمال فما آتاني الله خير آتاكم بهديتكم تفرحون,فلما جاء سليمان قال أتمدونن بمال فما آتاني الله خير مما آتاكم بل أنتم بهديتكم تفرحون
ارجع إليهم فلنأتينهم بجنود ولنخرجنهم أذلة وهم صاغرون,ارجع إليهم فلنأتينهم بجنود لا قبل لهم بها ولنخرجنهم منها أذلة وهم صاغرون
يا أيها الملأ أيكم يأتيني بعرشها يأتوني مسلمين,قال يا أيها الملأ أيكم يأتيني بعرشها قبل أن يأتوني مسلمين
عفريت الجن آتيك تقوم مقامك وإني لقوي أمين,قال عفريت من الجن أنا آتيك به قبل أن تقوم من مقامك وإني عليه لقوي أمين
عنده الكتاب آتيك يرتد إليك طرفك فلما رآه مستقرا عنده فضل ربي ليبلوني أأشكر أكفر شكر فإنما يشكر لنفسه كفر ربي غني كريم,قال الذي عنده علم من الكتاب أنا آتيك به قبل أن يرتد إليك طرفك فلما رآه مستقرا عنده قال هذا من فضل ربي ليبلوني أأشكر أم أكفر ومن شكر فإنما يشكر لنفسه ومن كفر فإن ربي غني كريم
نكروا عرشها ننظر أتهتدي يهتدون,قال نكروا لها عرشها ننظر أتهتدي أم تكون من الذين لا يهتدون
فلما جاءت قيل أهكذا عرشك قالت كأنه وأوتينا العلم قبلها وكنا مسلمين,فلما جاءت قيل أهكذا عرشك قالت كأنه هو وأوتينا العلم من قبلها وكنا مسلمين
وصدها تعبد الله إنها قوم كافرين,وصدها ما كانت تعبد من دون الله إنها كانت من قوم كافرين
قيل ادخلي الصرح فلما رأته حسبته لجة وكشفت ساقيها إنه صرح ممرد قوارير قالت رب إني ظلمت نفسي وأسلمت سليمان لله رب العالمين,قيل لها ادخلي الصرح فلما رأته حسبته لجة وكشفت عن ساقيها قال إنه صرح ممرد من قوارير قالت رب إني ظلمت نفسي وأسلمت مع سليمان لله رب العالمين
ولقد أرسلنا ثمود أخاهم صالحا اعبدوا الله فإذا فريقان يختصمون,ولقد أرسلنا إلى ثمود أخاهم صالحا أن اعبدوا الله فإذا هم فريقان يختصمون
يا قوم تستعجلون بالسيئة الحسنة تستغفرون الله لعلكم ترحمون,قال يا قوم لم تستعجلون بالسيئة قبل الحسنة لولا تستغفرون الله لعلكم ترحمون
قالوا اطيرنا بك وبمن معك طائركم الله قوم تفتنون,قالوا اطيرنا بك وبمن معك قال طائركم عند الله بل أنتم قوم تفتنون
المدينة رهط يفسدون الأرض يصلحون,وكان في المدينة تسعة رهط يفسدون في الأرض ولا يصلحون
قالوا تقاسموا بالله لنبيتنه وأهله لنقولن لوليه شهدنا مهلك أهله وإنا لصادقون,قالوا تقاسموا بالله لنبيتنه وأهله ثم لنقولن لوليه ما شهدنا مهلك أهله وإنا لصادقون
ومكروا مكرا ومكرنا مكرا وهم يشعرون,ومكروا مكرا ومكرنا مكرا وهم لا يشعرون
فانظر عاقبة مكرهم دمرناهم وقومهم أجمعين,فانظر كيف كان عاقبة مكرهم أنا دمرناهم وقومهم أجمعين
فتلك بيوتهم خاوية بما ظلموا لآية لقوم يعلمون,فتلك بيوتهم خاوية بما ظلموا إن في ذلك لآية لقوم يعلمون
وأنجينا آمنوا وكانوا يتقون,وأنجينا الذين آمنوا وكانوا يتقون
ولوطا لقومه أتأتون الفاحشة وأنتم تبصرون,ولوطا إذ قال لقومه أتأتون الفاحشة وأنتم تبصرون
أئنكم لتأتون الرجال شهوة النساء قوم تجهلون,أئنكم لتأتون الرجال شهوة من دون النساء بل أنتم قوم تجهلون
فما جواب قومه إلا قالوا أخرجوا لوط قريتكم إنهم أناس يتطهرون,فما كان جواب قومه إلا أن قالوا أخرجوا آل لوط من قريتكم إنهم أناس يتطهرون
فأنجيناه وأهله إلا امرأته قدرناها الغابرين,فأنجيناه وأهله إلا امرأته قدرناها من الغابرين
وأمطرنا عليهم مطرا فساء مطر المنذرين,وأمطرنا عليهم مطرا فساء مطر المنذرين
قل الحمد لله وسلام عباده اصطفى آلله خير يشركون,قل الحمد لله وسلام على عباده الذين اصطفى آلله خير أما يشركون
أمن خلق السماوات والأرض وأنزل لكم السماء ماء فأنبتنا حدائق بهجة لكم تنبتوا شجرها أإله الله قوم يعدلون,أمن خلق السماوات والأرض وأنزل لكم من السماء ماء فأنبتنا به حدائق ذات بهجة ما كان لكم أن تنبتوا شجرها أإله مع الله بل هم قوم يعدلون
أمن الأرض قرارا وجعل خلالها أنهارا وجعل رواسي وجعل البحرين حاجزا أإله الله أكثرهم يعلمون,أمن جعل الأرض قرارا وجعل خلالها أنهارا وجعل لها رواسي وجعل بين البحرين حاجزا أإله مع الله بل أكثرهم لا يعلمون
أمن يجيب المضطر دعاه ويكشف السوء ويجعلكم خلفاء الأرض أإله الله قليلا تذكرون,أمن يجيب المضطر إذا دعاه ويكشف السوء ويجعلكم خلفاء الأرض أإله مع الله قليلا ما تذكرون
أمن يهديكم ظلمات البر والبحر يرسل الرياح بشرا يدي رحمته أإله الله تعالى الله عما يشركون,أمن يهديكم في ظلمات البر والبحر ومن يرسل الرياح بشرا بين يدي رحمته أإله مع الله تعالى الله عما يشركون
أمن يبدأ الخلق يعيده يرزقكم السماء والأرض أإله الله قل هاتوا برهانكم كنتم صادقين,أمن يبدأ الخلق ثم يعيده ومن يرزقكم من السماء والأرض أإله مع الله قل هاتوا برهانكم إن كنتم صادقين
قل يعلم السماوات والأرض الغيب إلا الله وما يشعرون أيان يبعثون,قل لا يعلم من في السماوات والأرض الغيب إلا الله وما يشعرون أيان يبعثون
ادارك علمهم الآخرة شك عمون,بل ادارك علمهم في الآخرة بل هم في شك منها بل هم منها عمون
كفروا أإذا كنا ترابا وآباؤنا أئنا لمخرجون,وقال الذين كفروا أإذا كنا ترابا وآباؤنا أئنا لمخرجون
لقد وعدنا وآباؤنا إلا أساطير الأولين,لقد وعدنا هذا نحن وآباؤنا من قبل إن هذا إلا أساطير الأولين
قل سيروا الأرض فانظروا عاقبة المجرمين,قل سيروا في الأرض فانظروا كيف كان عاقبة المجرمين
تحزن عليهم تكن ضيق يمكرون,ولا تحزن عليهم ولا تكن في ضيق مما يمكرون
ويقولون الوعد كنتم صادقين,ويقولون متى هذا الوعد إن كنتم صادقين
قل ردف لكم تستعجلون,قل عسى أن يكون ردف لكم بعض الذي تستعجلون
وإن ربك لذو فضل الناس أكثرهم يشكرون,وإن ربك لذو فضل على الناس ولكن أكثرهم لا يشكرون
وإن ربك ليعلم تكن صدورهم وما يعلنون,وإن ربك ليعلم ما تكن صدورهم وما يعلنون
وما غائبة السماء والأرض إلا كتاب مبين,وما من غائبة في السماء والأرض إلا في كتاب مبين
القرآن يقص بني إسرائيل أكثر يختلفون,إن هذا القرآن يقص على بني إسرائيل أكثر الذي هم فيه يختلفون
وإنه لهدى ورحمة للمؤمنين,وإنه لهدى ورحمة للمؤمنين
ربك يقضي بينهم بحكمه العزيز العليم,إن ربك يقضي بينهم بحكمه وهو العزيز العليم
فتوكل الله إنك الحق المبين,فتوكل على الله إنك على الحق المبين
إنك تسمع الموتى تسمع الصم الدعاء ولوا مدبرين,إنك لا تسمع الموتى ولا تسمع الصم الدعاء إذا ولوا مدبرين
وما بهادي العمي ضلالتهم تسمع إلا يؤمن بآياتنا فهم مسلمون,وما أنت بهادي العمي عن ضلالتهم إن تسمع إلا من يؤمن بآياتنا فهم مسلمون
وإذا وقع القول عليهم أخرجنا دابة الأرض تكلمهم الناس كانوا بآياتنا يوقنون,وإذا وقع القول عليهم أخرجنا لهم دابة من الأرض تكلمهم أن الناس كانوا بآياتنا لا يوقنون
ويوم نحشر أمة فوجا ممن يكذب بآياتنا فهم يوزعون,ويوم نحشر من كل أمة فوجا ممن يكذب بآياتنا فهم يوزعون
جاءوا أكذبتم بآياتي تحيطوا علما أماذا كنتم تعملون,حتى إذا جاءوا قال أكذبتم بآياتي ولم تحيطوا بها علما أماذا كنتم تعملون
ووقع القول عليهم بما ظلموا فهم ينطقون,ووقع القول عليهم بما ظلموا فهم لا ينطقون
ألم يروا جعلنا الليل ليسكنوا والنهار مبصرا لآيات لقوم يؤمنون,ألم يروا أنا جعلنا الليل ليسكنوا فيه والنهار مبصرا إن في ذلك لآيات لقوم يؤمنون
ويوم ينفخ الصور ففزع السماوات الأرض إلا شاء الله وكل أتوه داخرين,ويوم ينفخ في الصور ففزع من في السماوات ومن في الأرض إلا من شاء الله وكل أتوه داخرين
وترى الجبال تحسبها جامدة تمر مر السحاب صنع الله أتقن شيء إنه خبير بما,وترى الجبال تحسبها جامدة وهي تمر مر السحاب صنع الله الذي أتقن كل شيء إنه خبير بما تفعلون
جاء بالحسنة فله خير وهم فزع يومئذ آمنون,من جاء بالحسنة فله خير منها وهم من فزع يومئذ آمنون
جاء بالسيئة فكبت وجوههم النار تجزون إلا كنتم تعملون,ومن جاء بالسيئة فكبت وجوههم في النار هل تجزون إلا ما كنتم تعملون
إنما أمرت أعبد رب البلدة حرمها شيء وأمرت أكون المسلمين,إنما أمرت أن أعبد رب هذه البلدة الذي حرمها وله كل شيء وأمرت أن أكون من المسلمين
أتلو القرآن فمن اهتدى فإنما يهتدي لنفسه ضل فقل إنما المنذرين,وأن أتلو القرآن فمن اهتدى فإنما يهتدي لنفسه ومن ضل فقل إنما أنا من المنذرين
وقل الحمد لله سيريكم آياته فتعرفونها وما ربك بغافل عما تعملون,وقل الحمد لله سيريكم آياته فتعرفونها وما ربك بغافل عما تعملون
بسم الله الرحمن الرحيم طسم,بسم الله الرحمن الرحيم طسم
آيات الكتاب المبين,تلك آيات الكتاب المبين
نتلو نبإ موسى وفرعون بالحق لقوم يؤمنون,نتلو عليك من نبإ موسى وفرعون بالحق لقوم يؤمنون
فرعون علا الأرض وجعل أهلها شيعا يستضعف طائفة منهم يذبح أبناءهم ويستحيي نساءهم إنه المفسدين,إن فرعون علا في الأرض وجعل أهلها شيعا يستضعف طائفة منهم يذبح أبناءهم ويستحيي نساءهم إنه كان من المفسدين
ونريد نمن استضعفوا الأرض ونجعلهم أئمة ونجعلهم الوارثين,ونريد أن نمن على الذين استضعفوا في الأرض ونجعلهم أئمة ونجعلهم الوارثين
ونمكن الأرض ونري فرعون وهامان وجنودهما منهم كانوا يحذرون,ونمكن لهم في الأرض ونري فرعون وهامان وجنودهما منهم ما كانوا يحذرون
وأوحينا موسى أرضعيه فإذا خفت فألقيه اليم تخافي تحزني إنا رادوه إليك وجاعلوه المرسلين,وأوحينا إلى أم موسى أن أرضعيه فإذا خفت عليه فألقيه في اليم ولا تخافي ولا تحزني إنا رادوه إليك وجاعلوه من المرسلين
فالتقطه فرعون ليكون عدوا وحزنا فرعون وهامان وجنودهما كانوا خاطئين,فالتقطه آل فرعون ليكون لهم عدوا وحزنا إن فرعون وهامان وجنودهما كانوا خاطئين
امرأت فرعون قرت لي ولك تقتلوه ينفعنا نتخذه ولدا وهم يشعرون,وقالت امرأت فرعون قرت عين لي ولك لا تقتلوه عسى أن ينفعنا أو نتخذه ولدا وهم لا يشعرون
وأصبح فؤاد موسى فارغا كادت لتبدي ربطنا قلبها لتكون المؤمنين,وأصبح فؤاد أم موسى فارغا إن كادت لتبدي به لولا أن ربطنا على قلبها لتكون من المؤمنين
لأخته قصيه فبصرت جنب وهم يشعرون,وقالت لأخته قصيه فبصرت به عن جنب وهم لا يشعرون
وحرمنا المراضع فقالت أدلكم أهل بيت يكفلونه لكم وهم ناصحون,وحرمنا عليه المراضع من قبل فقالت هل أدلكم على أهل بيت يكفلونه لكم وهم له ناصحون
فرددناه أمه كي تقر عينها تحزن ولتعلم وعد الله حق أكثرهم يعلمون,فرددناه إلى أمه كي تقر عينها ولا تحزن ولتعلم أن وعد الله حق ولكن أكثرهم لا يعلمون
ولما بلغ أشده واستوى آتيناه حكما وعلما وكذلك نجزي المحسنين,ولما بلغ أشده واستوى آتيناه حكما وعلما وكذلك نجزي المحسنين
ودخل المدينة غفلة أهلها فوجد رجلين يقتتلان شيعته عدوه فاستغاثه شيعته عدوه فوكزه موسى فقضى عمل الشيطان إنه عدو مضل مبين,ودخل المدينة على حين غفلة من أهلها فوجد فيها رجلين يقتتلان هذا من شيعته وهذا من عدوه فاستغاثه الذي من شيعته على الذي من عدوه فوكزه موسى فقضى عليه قال هذا من عمل الشيطان إنه عدو مضل مبين
رب إني ظلمت نفسي فاغفر لي فغفر إنه الغفور الرحيم,قال رب إني ظلمت نفسي فاغفر لي فغفر له إنه هو الغفور الرحيم
رب بما أنعمت فلن أكون ظهيرا للمجرمين,قال رب بما أنعمت علي فلن أكون ظهيرا للمجرمين
فأصبح المدينة خائفا يترقب فإذا استنصره بالأمس يستصرخه موسى إنك لغوي مبين,فأصبح في المدينة خائفا يترقب فإذا الذي استنصره بالأمس يستصرخه قال له موسى إنك لغوي مبين
فلما أراد يبطش بالذي عدو لهما يا موسى أتريد تقتلني قتلت نفسا بالأمس تريد إلا جبارا الأرض وما تريد المصلحين,فلما أن أراد أن يبطش بالذي هو عدو لهما قال يا موسى أتريد أن تقتلني كما قتلت نفسا بالأمس إن تريد إلا أن تكون جبارا في الأرض وما تريد أن تكون من المصلحين
وجاء رجل أقصى المدينة يسعى يا موسى الملأ يأتمرون بك ليقتلوك فاخرج إني لك الناصحين,وجاء رجل من أقصى المدينة يسعى قال يا موسى إن الملأ يأتمرون بك ليقتلوك فاخرج إني لك من الناصحين
فخرج خائفا يترقب رب نجني القوم الظالمين,فخرج منها خائفا يترقب قال رب نجني من القوم الظالمين
ولما توجه مدين ربي يهديني سواء السبيل,ولما توجه تلقاء مدين قال عسى ربي أن يهديني سواء السبيل
ولما ماء مدين أمة الناس يسقون ووجد دونهم امرأتين تذودان خطبكما قالتا نسقي يصدر الرعاء وأبونا شيخ كبير,ولما ورد ماء مدين وجد عليه أمة من الناس يسقون ووجد من دونهم امرأتين تذودان قال ما خطبكما قالتا لا نسقي حتى يصدر الرعاء وأبونا شيخ كبير
فسقى لهما تولى الظل فقال رب إني أنزلت خير فقير,فسقى لهما ثم تولى إلى الظل فقال رب إني لما أنزلت إلي من خير فقير
فجاءته إحداهما تمشي استحياء قالت أبي يدعوك ليجزيك أجر سقيت لنا فلما جاءه وقص القصص تخف نجوت القوم الظالمين,فجاءته إحداهما تمشي على استحياء قالت إن أبي يدعوك ليجزيك أجر ما سقيت لنا فلما جاءه وقص عليه القصص قال لا تخف نجوت من القوم الظالمين
قالت إحداهما يا أبت استأجره خير استأجرت القوي الأمين,قالت إحداهما يا أبت استأجره إن خير من استأجرت القوي الأمين
إني أريد أنكحك ابنتي هاتين تأجرني حجج أتممت عشرا فمن عندك وما أريد أشق ستجدني شاء الله الصالحين,قال إني أريد أن أنكحك إحدى ابنتي هاتين على أن تأجرني ثماني حجج فإن أتممت عشرا فمن عندك وما أريد أن أشق عليك ستجدني إن شاء الله من الصالحين
بيني وبينك أيما الأجلين قضيت فلا عدوان والله نقول وكيل,قال ذلك بيني وبينك أيما الأجلين قضيت فلا عدوان علي والله على ما نقول وكيل
فلما قضى موسى الأجل وسار بأهله آنس جانب الطور نارا لأهله امكثوا إني آنست نارا لعلي آتيكم بخبر جذوة النار لعلكم تصطلون,فلما قضى موسى الأجل وسار بأهله آنس من جانب الطور نارا قال لأهله امكثوا إني آنست نارا لعلي آتيكم منها بخبر أو جذوة من النار لعلكم تصطلون
فلما أتاها نودي شاطئ الواد الأيمن البقعة المباركة الشجرة يا موسى إني الله رب العالمين,فلما أتاها نودي من شاطئ الواد الأيمن في البقعة المباركة من الشجرة أن يا موسى إني أنا الله رب العالمين
ألق عصاك فلما رآها تهتز كأنها جان ولى مدبرا يعقب يا موسى تخف إنك الآمنين,وأن ألق عصاك فلما رآها تهتز كأنها جان ولى مدبرا ولم يعقب يا موسى أقبل ولا تخف إنك من الآمنين
اسلك يدك جيبك تخرج بيضاء سوء واضمم إليك جناحك الرهب فذانك برهانان ربك فرعون وملئه إنهم كانوا قوما فاسقين,اسلك يدك في جيبك تخرج بيضاء من غير سوء واضمم إليك جناحك من الرهب فذانك برهانان من ربك إلى فرعون وملئه إنهم كانوا قوما فاسقين
رب إني قتلت منهم نفسا فأخاف يقتلون,قال رب إني قتلت منهم نفسا فأخاف أن يقتلون
وأخي هارون أفصح مني لسانا فأرسله معي ردءا يصدقني إني أخاف يكذبون,وأخي هارون هو أفصح مني لسانا فأرسله معي ردءا يصدقني إني أخاف أن يكذبون
سنشد عضدك بأخيك ونجعل لكما سلطانا فلا يصلون بآياتنا اتبعكما الغالبون,قال سنشد عضدك بأخيك ونجعل لكما سلطانا فلا يصلون إليكما بآياتنا أنتما ومن اتبعكما الغالبون
فلما جاءهم موسى بآياتنا بينات قالوا إلا سحر مفترى وما سمعنا آبائنا الأولين,فلما جاءهم موسى بآياتنا بينات قالوا ما هذا إلا سحر مفترى وما سمعنا بهذا في آبائنا الأولين
موسى ربي بمن جاء بالهدى عنده عاقبة الدار إنه يفلح الظالمون,وقال موسى ربي أعلم بمن جاء بالهدى من عنده ومن تكون له عاقبة الدار إنه لا يفلح الظالمون
فرعون يا أيها الملأ علمت لكم إله غيري فأوقد لي يا هامان الطين فاجعل لي صرحا لعلي أطلع إله موسى وإني لأظنه الكاذبين,وقال فرعون يا أيها الملأ ما علمت لكم من إله غيري فأوقد لي يا هامان على الطين فاجعل لي صرحا لعلي أطلع إلى إله موسى وإني لأظنه من الكاذبين
واستكبر وجنوده الأرض بغير الحق وظنوا أنهم إلينا يرجعون,واستكبر هو وجنوده في الأرض بغير الحق وظنوا أنهم إلينا لا يرجعون
فأخذناه وجنوده فنبذناهم اليم فانظر عاقبة الظالمين,فأخذناه وجنوده فنبذناهم في اليم فانظر كيف كان عاقبة الظالمين
وجعلناهم أئمة يدعون النار ويوم القيامة ينصرون,وجعلناهم أئمة يدعون إلى النار ويوم القيامة لا ينصرون
وأتبعناهم الدنيا لعنة ويوم القيامة المقبوحين,وأتبعناهم في هذه الدنيا لعنة ويوم القيامة هم من المقبوحين
ولقد آتينا موسى الكتاب أهلكنا القرون الأولى بصائر للناس وهدى ورحمة لعلهم يتذكرون,ولقد آتينا موسى الكتاب من بعد ما أهلكنا القرون الأولى بصائر للناس وهدى ورحمة لعلهم يتذكرون
وما كنت بجانب الغربي قضينا موسى الأمر وما كنت الشاهدين,وما كنت بجانب الغربي إذ قضينا إلى موسى الأمر وما كنت من الشاهدين
ولكنا أنشأنا قرونا فتطاول عليهم العمر وما كنت ثاويا أهل مدين تتلو عليهم آياتنا ولكنا كنا مرسلين,ولكنا أنشأنا قرونا فتطاول عليهم العمر وما كنت ثاويا في أهل مدين تتلو عليهم آياتنا ولكنا كنا مرسلين
وما كنت بجانب الطور نادينا رحمة ربك لتنذر قوما أتاهم نذير قبلك لعلهم يتذكرون,وما كنت بجانب الطور إذ نادينا ولكن رحمة من ربك لتنذر قوما ما أتاهم من نذير من قبلك لعلهم يتذكرون
ولولا تصيبهم مصيبة بما قدمت أيديهم فيقولوا ربنا أرسلت إلينا رسولا فنتبع آياتك ونكون المؤمنين,ولولا أن تصيبهم مصيبة بما قدمت أيديهم فيقولوا ربنا لولا أرسلت إلينا رسولا فنتبع آياتك ونكون من المؤمنين
فلما جاءهم الحق عندنا قالوا أوتي أوتي موسى أولم يكفروا بما أوتي موسى قالوا سحران تظاهرا وقالوا إنا بكل كافرون,فلما جاءهم الحق من عندنا قالوا لولا أوتي مثل ما أوتي موسى أولم يكفروا بما أوتي موسى من قبل قالوا سحران تظاهرا وقالوا إنا بكل كافرون
قل فأتوا بكتاب الله أهدى منهما أتبعه كنتم صادقين,قل فأتوا بكتاب من عند الله هو أهدى منهما أتبعه إن كنتم صادقين
يستجيبوا لك فاعلم أنما يتبعون أهواءهم أضل ممن اتبع هواه بغير هدى الله الله يهدي القوم الظالمين,فإن لم يستجيبوا لك فاعلم أنما يتبعون أهواءهم ومن أضل ممن اتبع هواه بغير هدى من الله إن الله لا يهدي القوم الظالمين
ولقد وصلنا القول لعلهم يتذكرون,ولقد وصلنا لهم القول لعلهم يتذكرون
آتيناهم الكتاب قبله يؤمنون,الذين آتيناهم الكتاب من قبله هم به يؤمنون
وإذا يتلى عليهم قالوا آمنا إنه الحق ربنا إنا كنا قبله مسلمين,وإذا يتلى عليهم قالوا آمنا به إنه الحق من ربنا إنا كنا من قبله مسلمين
يؤتون أجرهم مرتين بما صبروا ويدرءون بالحسنة السيئة ومما رزقناهم ينفقون,أولئك يؤتون أجرهم مرتين بما صبروا ويدرءون بالحسنة السيئة ومما رزقناهم ينفقون
وإذا سمعوا اللغو أعرضوا وقالوا لنا أعمالنا ولكم أعمالكم سلام عليكم نبتغي الجاهلين,وإذا سمعوا اللغو أعرضوا عنه وقالوا لنا أعمالنا ولكم أعمالكم سلام عليكم لا نبتغي الجاهلين
إنك تهدي أحببت الله يهدي يشاء بالمهتدين,إنك لا تهدي من أحببت ولكن الله يهدي من يشاء وهو أعلم بالمهتدين
وقالوا نتبع الهدى معك نتخطف أرضنا أولم نمكن حرما آمنا يجبى إليه ثمرات شيء رزقا لدنا أكثرهم يعلمون,وقالوا إن نتبع الهدى معك نتخطف من أرضنا أولم نمكن لهم حرما آمنا يجبى إليه ثمرات كل شيء رزقا من لدنا ولكن أكثرهم لا يعلمون
وكم أهلكنا قرية بطرت معيشتها فتلك مساكنهم تسكن بعدهم إلا قليلا وكنا الوارثين,وكم أهلكنا من قرية بطرت معيشتها فتلك مساكنهم لم تسكن من بعدهم إلا قليلا وكنا نحن الوارثين
وما ربك مهلك القرى يبعث أمها رسولا يتلو عليهم آياتنا وما كنا مهلكي القرى إلا وأهلها ظالمون,وما كان ربك مهلك القرى حتى يبعث في أمها رسولا يتلو عليهم آياتنا وما كنا مهلكي القرى إلا وأهلها ظالمون
وما أوتيتم شيء فمتاع الحياة الدنيا وزينتها وما الله خير وأبقى أفلا تعقلون,وما أوتيتم من شيء فمتاع الحياة الدنيا وزينتها وما عند الله خير وأبقى أفلا تعقلون
أفمن وعدناه وعدا حسنا لاقيه كمن متعناه متاع الحياة الدنيا القيامة المحضرين,أفمن وعدناه وعدا حسنا فهو لاقيه كمن متعناه متاع الحياة الدنيا ثم هو يوم القيامة من المحضرين
ويوم يناديهم فيقول شركائي كنتم تزعمون,ويوم يناديهم فيقول أين شركائي الذين كنتم تزعمون
حق عليهم القول ربنا أغوينا أغويناهم غوينا تبرأنا إليك كانوا يعبدون,قال الذين حق عليهم القول ربنا هؤلاء الذين أغوينا أغويناهم كما غوينا تبرأنا إليك ما كانوا إيانا يعبدون
وقيل ادعوا شركاءكم فدعوهم فلم يستجيبوا ورأوا العذاب أنهم كانوا يهتدون,وقيل ادعوا شركاءكم فدعوهم فلم يستجيبوا لهم ورأوا العذاب لو أنهم كانوا يهتدون
ويوم يناديهم فيقول أجبتم المرسلين,ويوم يناديهم فيقول ماذا أجبتم المرسلين
فعميت عليهم الأنباء يومئذ فهم يتساءلون,فعميت عليهم الأنباء يومئذ فهم لا يتساءلون
فأما تاب وآمن وعمل صالحا فعسى المفلحين,فأما من تاب وآمن وعمل صالحا فعسى أن يكون من المفلحين
وربك يخلق يشاء ويختار الخيرة الله وتعالى عما يشركون,وربك يخلق ما يشاء ويختار ما كان لهم الخيرة سبحان الله وتعالى عما يشركون
وربك يعلم تكن صدورهم وما يعلنون,وربك يعلم ما تكن صدورهم وما يعلنون
الله إله إلا الحمد الأولى والآخرة الحكم وإليه ترجعون,وهو الله لا إله إلا هو له الحمد في الأولى والآخرة وله الحكم وإليه ترجعون
قل أرأيتم الله عليكم الليل سرمدا القيامة إله الله يأتيكم بضياء أفلا تسمعون,قل أرأيتم إن جعل الله عليكم الليل سرمدا إلى يوم القيامة من إله غير الله يأتيكم بضياء أفلا تسمعون
قل أرأيتم الله عليكم النهار سرمدا القيامة إله الله يأتيكم بليل تسكنون أفلا تبصرون,قل أرأيتم إن جعل الله عليكم النهار سرمدا إلى يوم القيامة من إله غير الله يأتيكم بليل تسكنون فيه أفلا تبصرون
رحمته لكم الليل والنهار لتسكنوا ولتبتغوا فضله ولعلكم تشكرون,ومن رحمته جعل لكم الليل والنهار لتسكنوا فيه ولتبتغوا من فضله ولعلكم تشكرون
ويوم يناديهم فيقول شركائي كنتم تزعمون,ويوم يناديهم فيقول أين شركائي الذين كنتم تزعمون
ونزعنا أمة شهيدا فقلنا هاتوا برهانكم فعلموا الحق لله وضل عنهم كانوا يفترون,ونزعنا من كل أمة شهيدا فقلنا هاتوا برهانكم فعلموا أن الحق لله وضل عنهم ما كانوا يفترون
قارون قوم موسى فبغى عليهم وآتيناه الكنوز مفاتحه لتنوء بالعصبة أولي القوة قومه تفرح الله يحب الفرحين,إن قارون كان من قوم موسى فبغى عليهم وآتيناه من الكنوز ما إن مفاتحه لتنوء بالعصبة أولي القوة إذ قال له قومه لا تفرح إن الله لا يحب الفرحين
وابتغ فيما آتاك الله الدار الآخرة تنس نصيبك الدنيا وأحسن أحسن الله إليك تبغ الفساد الأرض الله يحب المفسدين,وابتغ فيما آتاك الله الدار الآخرة ولا تنس نصيبك من الدنيا وأحسن كما أحسن الله إليك ولا تبغ الفساد في الأرض إن الله لا يحب المفسدين
